id,name,hp,convertedRetreatCost,number,nationalPokedexNumbers,has_rule,has_ability,has_ancient_trait,is_regulation,weakness_count,resistances_count,num_attacks,Colorless,Darkness,Dragon,Fairy,Fighting,Fire,Grass,Lightning,Metal,Psychic,Water,set_age,is_promo,rarity_score,marketPrice
xy8-140,Heavy Ball,0,0,0.454248366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370400738,0,0.333333333,0.68
sm2-140,Sylveon-GX,0.526315789,0.4,0.454248366,0.682926829,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0.314235933,0,0.666666667,51.21
ex10-Z,Unown,0.157894737,0.2,0.088235294,0.196097561,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.754432715,0,0.5,18.48
xy5-154,M Aggron-EX,0.631578947,0.8,0.5,0.298536585,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0.39838065,0,0.666666667,93.52
ecard1-136,Vulpix,0.131578947,0.2,0.441176471,0.036097561,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0.862150251,0,0.166666667,8.69
smp-SM143,Moltres,0.315789474,0.2,0.464052288,0.142439024,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0.32356257,1,0.583333333,7.93
sm10-134,Jigglypuff,0.184210526,0.4,0.434640523,0.03804878,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.239622835,0,0.166666667,0.52
sm6-129,Crasher Wake,0,0,0.418300654,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276929384,0,0.666666667,10.19
ecard3-105,Sunflora,0.184210526,0.2,0.339869281,0.187317073,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0.837655017,0,0.166666667,5.36
xyp-XY136,Noctowl BREAK,0.342105263,0,0.441176471,0.16,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.447576099,1,0.583333333,6.12
sm12-144,Clefairy,0.131578947,0.2,0.467320261,0.034146341,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.22096956,0,0.333333333,0.21
pl3-140,VS Seeker,0,0,0.454248366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602849236,0,0.333333333,5.33
bw7-147,Bianca,0,0,0.477124183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482320385,0,0.666666667,317.03
swsh4-137,Exploud,0.421052632,0.6,0.444444444,0.287804878,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0.182228144,0,0.5,0.16
sm8-139,Ralts,0.131578947,0.2,0.450980392,0.273170732,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0.258276109,0,0.166666667,0.45
xy1-144,Yveltal-EX,0.447368421,0.4,0.467320261,0.699512195,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0.435687199,0,0.666666667,70.56
sm5-138,Unit Energy LightningPsychicMetal,0,0,0.447712418,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286256021,0,0.333333333,0.92
swsh2-144,Tranquill,0.210526316,0.2,0.467320261,0.507317073,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0.202316286,0,0.333333333,0.09
swsh3-133,Kangaskhan,0.342105263,0.4,0.431372549,0.112195122,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0.191554781,0,0.5,0.33
sm1-143,Solgaleo-GX,0.657894737,0.6,0.464052288,0.771707317,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0.32356257,0,0.666666667,6.09
swsh1-142,Snorlax VMAX,0.894736842,0.8,0.460784314,0.139512195,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.210925489,0,0.666666667,49.14
sm11-136,Liepard,0.263157895,0.2,0.441176471,0.497560976,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0.230296198,0,0.5,0.24
bw8-137,Blastoise,0.368421053,0.8,0.444444444,0.008780488,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.472993748,0,0.833333333,180.92
sm7-140,PokéNav,0,0,0.454248366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267602747,0,0.333333333,0.19
ecard2-117,Wooper,0.105263158,0.2,0.379084967,0.189268293,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0.849646408,0,0.166666667,29.25
dp6-145,Rhyperior LV.X,0.447368421,0.8,0.470588235,0.452682927,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0.642103105,0,0.666666667,24.1
sm3-135,Machamp-GX,0.657894737,0.6,0.437908497,0.066341463,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0.304806805,0,0.666666667,6.1
sm10-135,Wigglytuff,0.289473684,0.2,0.437908497,0.03902439,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0.239622835,0,0.5,0.98
sm9-151,Nita,0,0,0.490196078,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248949472,0,0.333333333,0.15
xy5-155,Gardevoir-EX,0.447368421,0.4,0.503267974,0.275121951,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0.39838065,0,0.666666667,54.43
ecard3-106,Sunkern,0.105263158,0.2,0.343137255,0.186341463,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0.837655017,0,0.166666667,5.22
sm2-141,Kommo-o-GX,0.631578947,0.4,0.45751634,0.764878049,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0.314235933,0,0.666666667,4.94
xy8-141,Heavy Boots,0,0,0.45751634,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370400738,0,0.333333333,0.18
smp-SM144,Articuno,0.315789474,0.2,0.467320261,0.140487805,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0.32356257,1,0.583333333,7.49
ex10-!,Unown,0.157894737,0.2,0,0.196097561,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.754432715,0,0.5,42.5
sm12-145,Alolan Ninetales,0.289473684,0.2,0.470588235,0.037073171,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.22096956,0,0.5,2.24
sm6-130,Diantha,0,0,0.421568627,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276929384,0,0.666666667,47.47
ecard1-137,Bill's Maintenance,0,0,0.444444444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862150251,0,0.333333333,0.57
xy1-145,Skarmory-EX,0.447368421,0.2,0.470588235,0.221463415,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0.435687199,0,0.666666667,27.75
pl3-141,Absol G LV.X,0.263157895,0.2,0.45751634,0.350243902,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.602849236,0,0.666666667,61.34
swsh3-134,Tauros,0.289473684,0.4,0.434640523,0.124878049,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.191554781,0,0.166666667,0.09
xyp-XY137,Vivillon,0.315789474,0.2,0.444444444,0.649756098,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0.447576099,1,0.583333333,1.62
swsh4-138,Rayquaza,0.315789474,0.4,0.447712418,0.374634146,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.182228144,0,0.666666667,15.18
swsh2-145,Unfezant,0.394736842,0.2,0.470588235,0.508292683,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0.202316286,0,0.5,0.17
xyp-XY138,Froakie,0.157894737,0.2,0.447712418,0.64,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.447576099,1,0.583333333,2.04
sm7-141,Rainbow Brush,0,0,0.45751634,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267602747,0,0.333333333,0.2
ecard3-107,Swinub,0.131578947,0.2,0.346405229,0.214634146,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0.837655017,0,0.166666667,56.31
sm12-146,Azurill,0.157894737,0,0.473856209,0.290731707,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.22096956,0,0.166666667,5.16
dp6-146,Uxie LV.X,0.236842105,0.2,0.473856209,0.468292683,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.642103105,0,0.666666667,95
sm11-137,Scraggy,0.184210526,0.4,0.444444444,0.545365854,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0.230296198,0,0.166666667,0.17
sm5-139,Leafeon-GX,0.526315789,0.4,0.450980392,0.458536585,1,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0.286256021,0,0.666666667,34.98
sm1-144,Tauros-GX,0.473684211,0.6,0.467320261,0.124878049,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0.32356257,0,0.666666667,3.01
bw8-138,Random Receiver,0,0,0.447712418,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472993748,0,0.833333333,44.44
swsh1-143,Hoothoot,0.184210526,0.2,0.464052288,0.15902439,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0.210925489,0,0.166666667,0.07
sm3-136,Lycanroc-GX,0.526315789,0.2,0.441176471,0.726829268,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0.304806805,0,0.666666667,3.41
sm10-136,Togepi,0.131578947,0.2,0.441176471,0.170731707,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.239622835,0,0.166666667,0.33
xy5-156,M Gardevoir-EX,0.552631579,0.4,0.506535948,0.275121951,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.39838065,0,0.666666667,84.31
xy1-146,Xerneas-EX,0.447368421,0.4,0.473856209,0.698536585,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0.435687199,0,0.666666667,84.83
sm9-152,Pokémon Communication,0,0,0.493464052,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248949472,0,0.333333333,0.23
ecard2-118,Apricorn Forest,0,0,0.382352941,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.849646408,0,0.5,4.03
smp-SM145,Zapdos,0.315789474,0.2,0.470588235,0.141463415,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0.32356257,1,0.583333333,5.57
swsh4-139,Chatot,0.184210526,0.2,0.450980392,0.430243902,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0.182228144,0,0.166666667,0.05
sm2-142,Drampa-GX,0.473684211,0.4,0.460784314,0.76097561,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0.314235933,0,0.666666667,3.07
xy8-142,Houndoom Spirit Link,0,0,0.460784314,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370400738,0,0.333333333,0.27
swsh3-135,Sentret,0.157894737,0.2,0.437908497,0.157073171,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.191554781,0,0.166666667,0.09
bw7-148,Cheren,0,0,0.480392157,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482320385,0,0.666666667,62.62
pl3-142,Blaziken FB LV.X,0.289473684,0.2,0.460784314,0.250731707,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.602849236,0,0.666666667,54.77
swsh2-146,Bunnelby,0.184210526,0.2,0.473856209,0.642926829,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0.202316286,0,0.166666667,0.18
sm8-140,Kirlia,0.210526316,0.2,0.454248366,0.274146341,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0.258276109,0,0.333333333,0.59
ex10-?,Unown,0.157894737,0.2,0.003267974,0.196097561,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.754432715,0,0.5,79.71
sm6-131,Ultra Recon Squad,0,0,0.424836601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276929384,0,0.666666667,17.95
ecard1-138,Copycat,0,0,0.447712418,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862150251,0,0.333333333,0.95
pl3-143,Charizard G LV.X,0.315789474,0.6,0.464052288,0.005853659,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.602849236,0,0.666666667,164.86
xy8-143,Judge,0,0,0.464052288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370400738,0,0.333333333,0.34
xy5-157,Archie's Ace in the Hole,0,0,0.509803922,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39838065,0,0.666666667,22.93
swsh2-147,Diggersby,0.342105263,0.6,0.477124183,0.643902439,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0.202316286,0,0.5,0.18
ecard1-139,Dual Ball,0,0,0.450980392,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862150251,0,0.333333333,1.8
sm2-143,Hala,0,0,0.464052288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314235933,0,0.666666667,3.45
ecard3-108,Swinub,0.131578947,0.2,0.349673203,0.214634146,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0.837655017,0,0.166666667,11.3
sm10-137,Togetic,0.210526316,0.2,0.444444444,0.171707317,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0.239622835,0,0.333333333,0.36
swsh1-144,Noctowl,0.289473684,0.2,0.467320261,0.16,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0.210925489,0,0.5,0.22
smp-SM146,Leafeon-GX,0.526315789,0.4,0.473856209,0.458536585,1,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0.32356257,1,0.583333333,4.32
bw7-149,Skyla,0,0,0.483660131,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482320385,0,0.666666667,206.08
sm3-137,Marshadow-GX,0.394736842,0.2,0.444444444,0.782439024,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0.304806805,0,0.666666667,9.92
sm11-138,Scrafty,0.289473684,0.4,0.447712418,0.546341463,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0.230296198,0,0.5,0.3
sm7-142,Rare Candy,0,0,0.460784314,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267602747,0,0.333333333,0.37
sm8-141,Gardevoir,0.342105263,0.4,0.45751634,0.275121951,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0.258276109,0,0.5,1.02
swsh4-140,Togekiss V,0.526315789,0.2,0.454248366,0.456585366,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0.182228144,0,0.666666667,0.79
sm12-147,Cottonee,0.105263158,0.2,0.477124183,0.532682927,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.22096956,0,0.166666667,0.21
swsh3-136,Furret,0.289473684,0.2,0.441176471,0.15804878,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0.191554781,0,0.333333333,0.16
ecard2-119,Darkness Cube 01,0,0,0.385620915,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.849646408,0,0.333333333,1.33
sm5-140,Pheromosa-GX,0.447368421,0.2,0.454248366,0.775609756,1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0.286256021,0,0.666666667,17.53
sm1-145,Gumshoos-GX,0.552631579,0.4,0.470588235,0.717073171,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0.32356257,0,0.666666667,2.13
sm6-132,Palkia-GX,0.473684211,0.6,0.428104575,0.472195122,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0.276929384,0,0.833333333,39.77
xyp-XY139,Floette,0.184210526,0.2,0.450980392,0.653658537,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0.447576099,1,0.583333333,0.67
xy5-158,Maxie's Hidden Ball Trick,0,0,0.513071895,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39838065,0,0.666666667,13.74
pl3-144,Electivire FB LV.X,0.315789474,0.6,0.467320261,0.454634146,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0.602849236,0,0.666666667,66.84
xy8-144,Mewtwo Spirit Link,0,0,0.467320261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370400738,0,0.333333333,0.33
ecard3-109,Teddiursa,0.105263158,0.2,0.352941176,0.210731707,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0.837655017,0,0.166666667,6.65
swsh2-148,Hawlucha,0.236842105,0.2,0.480392157,0.683902439,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0.202316286,0,0.333333333,0.16
sm10-138,Togekiss,0.368421053,0.2,0.447712418,0.456585366,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.239622835,0,0.5,0.73
ecard1-140,Energy Removal 2,0,0,0.454248366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862150251,0,0.333333333,1.2
sm7-143,Shrine of Punishment,0,0,0.464052288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267602747,0,0.333333333,0.57
sm1-146,Ilima,0,0,0.473856209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32356257,0,0.666666667,3.09
sm2-144,Hau,0,0,0.467320261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314235933,0,0.666666667,17.8
sm6-133,Greninja-GX,0.605263158,0.4,0.431372549,0.64195122,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0.276929384,0,0.833333333,86.69
swsh1-145,Minccino,0.184210526,0.2,0.470588235,0.55804878,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0.210925489,0,0.166666667,0.14
sm12-148,Whimsicott,0.184210526,0,0.480392157,0.533658537,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0.22096956,0,0.5,0.36
smp-SM147,Glaceon-GX,0.526315789,0.4,0.477124183,0.459512195,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0.32356257,1,0.583333333,5.92
swsh4-141,Togekiss VMAX,0.815789474,0,0.45751634,0.456585366,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.182228144,0,0.666666667,1.42
ecard2-120,Energy Switch,0,0,0.388888889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.849646408,0,0.333333333,19.59
sm8-142,Dedenne,0.184210526,0.2,0.460784314,0.684878049,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.258276109,0,0.333333333,0.62
bw7-150,Golurk,0.342105263,0.8,0.486928105,0.607804878,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0.482320385,0,0.833333333,101.71
sm11-139,Yveltal,0.342105263,0.4,0.450980392,0.699512195,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0.230296198,0,0.5,0.68
sm5-141,Glaceon-GX,0.526315789,0.4,0.45751634,0.459512195,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0.286256021,0,0.666666667,32.78
xyp-XY140,Lucario,0.263157895,0.4,0.454248366,0.437073171,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0.447576099,1,0.583333333,9.56
sm3-138,Alolan Muk-GX,0.578947368,0.8,0.447712418,0.086829268,1,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0.304806805,0,0.666666667,4.73
swsh3-137,Dunsparce,0.157894737,0.2,0.444444444,0.20097561,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.191554781,0,0.166666667,0.06
xy5-159,Professor Birch's Observations,0,0,0.516339869,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39838065,0,0.666666667,11.32
pl3-145,Garchomp C LV.X,0.289473684,0,0.470588235,0.434146341,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.602849236,0,0.666666667,54.95
swsh2-149,Stufful,0.210526316,0.4,0.483660131,0.740487805,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0.202316286,0,0.166666667,0.17
xy8-145,Parallel City,0,0,0.470588235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370400738,0,0.333333333,3.92
ecard3-110,Ursaring,0.210526316,0.4,0.35620915,0.211707317,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0.837655017,0,0.166666667,17.98
sm1-147,Lillie,0,0,0.477124183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32356257,0,0.666666667,54.12
sm7-144,Sky Pillar,0,0,0.467320261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267602747,0,0.333333333,0.23
smp-SM148,Champions Festival,0,0,0.480392157,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32356257,1,0.583333333,249.99
ecard1-141,Energy Restore,0,0,0.45751634,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862150251,0,0.333333333,0.92
sm2-145,Mallow,0,0,0.470588235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314235933,0,0.666666667,30.41
sm10-139,Cottonee,0.131578947,0.2,0.450980392,0.532682927,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.239622835,0,0.166666667,0.15
sm9-153,Return Label,0,0,0.496732026,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248949472,0,0.333333333,0.11
sm12-149,Flabébé,0.078947368,0.2,0.483660131,0.652682927,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.22096956,0,0.166666667,0.18
sm5-142,Xurkitree-GX,0.473684211,0.4,0.460784314,0.776585366,1,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0.286256021,0,0.666666667,10.46
xy5-160,Teammates,0,0,0.519607843,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39838065,0,0.666666667,30.84
swsh3-138,Teddiursa,0.184210526,0.4,0.447712418,0.210731707,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0.191554781,0,0.166666667,0.12
sm11-140,Hoopa,0.342105263,0.4,0.454248366,0.702439024,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0.230296198,0,0.5,0.43
swsh1-146,Minccino,0.157894737,0.2,0.473856209,0.55804878,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.210925489,0,0.166666667,0.12
swsh4-142,Tornadus,0.315789474,0.2,0.460784314,0.625365854,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0.182228144,0,0.5,0.14
ecard2-121,Fighting Cube 01,0,0,0.392156863,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.849646408,0,0.333333333,1.56
xyp-XY141,Rayquaza,0.315789474,0.4,0.45751634,0.374634146,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0.447576099,1,0.583333333,13.69
sm3-139,Darkrai-GX,0.473684211,0.4,0.450980392,0.47902439,1,1,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0.304806805,0,0.666666667,18.22
bw7-151,Terrakion,0.342105263,0.8,0.490196078,0.623414634,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0.482320385,0,0.833333333,75.66
sm6-134,Naganadel-GX,0.552631579,0.2,0.434640523,0.784390244,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0.276929384,0,0.833333333,12.77
sm8-143,Carbink,0.236842105,0.2,0.464052288,0.685853659,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0.258276109,0,0.333333333,0.24
sm9-154,Sabrina's Suggestion,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248949472,0,0.333333333,0.17
xy8-146,Professor's Letter,0,0,0.473856209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370400738,0,0.333333333,0.32
ecard2-122,Fire Cube 01,0,0,0.395424837,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.849646408,0,0.333333333,1.31
sm1-148,Professor Kukui,0,0,0.480392157,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32356257,0,0.666666667,5.06
swsh3-139,Ursaring,0.368421053,0.6,0.450980392,0.211707317,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0.191554781,0,0.333333333,0.07
swsh4-143,Pikipek,0.157894737,0.2,0.464052288,0.713170732,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.182228144,0,0.166666667,0.05
ecard3-111,Venomoth,0.184210526,0,0.359477124,0.047804878,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0.837655017,0,0.166666667,5.2
sm12-150,Flabébé,0.105263158,0.2,0.486928105,0.652682927,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.22096956,0,0.166666667,0.19
sm7-145,Steven's Resolve,0,0,0.470588235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267602747,0,0.5,2.08
sm6-135,Lucario-GX,0.552631579,0.4,0.437908497,0.437073171,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0.276929384,0,0.833333333,108.55
swsh1-147,Cinccino,0.236842105,0.2,0.477124183,0.55902439,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.210925489,0,0.5,0.32
smp-SM149,Suicune,0.289473684,0.2,0.483660131,0.23902439,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.32356257,1,0.583333333,9.78
sm3-140,Gardevoir-GX,0.605263158,0.4,0.454248366,0.275121951,1,1,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0.304806805,0,0.666666667,14.5
ecard1-142,Mary's Impulse,0,0,0.460784314,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862150251,0,0.333333333,1.7
sm5-143,Dawn Wings Necrozma-GX,0.473684211,0.4,0.464052288,0.780487805,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0.286256021,0,0.666666667,13.17
bw7-152,Altaria,0.184210526,0.2,0.493464052,0.325853659,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.482320385,0,0.833333333,140
sm2-146,Decidueye-GX,0.631578947,0.4,0.473856209,0.706341463,1,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0.314235933,0,0.833333333,27.38
